190,17.308,14.355,0.55872,-44.85,206,1,15.554,0.92233,52.458
181,16.617,14.146,0.52463,64.878,194,1,15.181,0.93299,49.754
197,18.676,13.591,0.68589,-63.621,206,1,15.838,0.95631,50.854
182,17.179,13.822,0.59384,79.971,195,1,15.223,0.93333,49.663
178,18.283,12.814,0.71331,61.014,194,1,15.054,0.91753,49.001
186,17.029,14.291,0.54382,-79.819,201,1,15.389,0.92537,51.143
195,17.793,14.315,0.59391,-20.943,206,1,15.757,0.9466,51.16
184,17.328,13.937,0.59424,70.158,197,1,15.306,0.93401,49.58
190,18.238,13.663,0.66239,-77.679,198,1,15.554,0.9596,49.621
191,17.521,14.256,0.58137,-51.835,204,1,15.595,0.93627,50.498
193,17.878,14.104,0.61453,-81.854,210,1,15.676,0.91905,52.069
198,18.625,14.027,0.65786,-83.173,214,1,15.878,0.92523,52.921
182,17.698,13.483,0.64773,-82.239,201,1,15.223,0.90547,52.458
188,17.619,13.823,0.6201,-63.619,196,1,15.472,0.95918,47.496
198,17.856,14.539,0.58059,-71.56,209,1,15.878,0.94737,50.316
190,16.956,14.798,0.48815,-40.901,194,1,15.554,0.97938,47.653
192,17.815,14.065,0.61371,-36.831,210,1,15.635,0.91429,56.296
196,18.526,13.827,0.66554,85.283,216,1,15.797,0.90741,59.323
189,17.517,14.205,0.58515,-69.94,198,1,15.513,0.95455,48.993
178,18.45,12.813,0.71953,71.956,196,1,15.054,0.90816,51.259
194,17.474,14.679,0.54249,-76.692,207,1,15.717,0.9372,52.367
200,17.927,14.571,0.58254,-76.282,216,1,15.958,0.92593,52.483
190,17.655,14.111,0.60103,-56.015,194,1,15.554,0.97938,47.38
187,18.157,13.516,0.66775,-79.826,202,1,15.43,0.92574,50.754
195,18.435,13.723,0.66771,-24.174,209,1,15.757,0.93301,54.063
189,18.21,13.667,0.66083,-35.905,208,1,15.513,0.90865,55.088
188,17.692,13.867,0.62104,-55.474,202,1,15.472,0.93069,51.069
181,17.028,14.012,0.56821,-83.087,192,1,15.181,0.94271,48.976
197,17.559,14.705,0.54649,81.088,209,1,15.838,0.94258,50.68
193,17.454,14.393,0.56572,-25.681,210,1,15.676,0.91905,51.606
188,17.975,13.887,0.63494,-47.973,210,1,15.472,0.89524,53.037
194,17.664,14.434,0.57645,75.061,210,1,15.717,0.92381,54.27
193,17.982,13.992,0.6281,-80.331,202,1,15.676,0.95545,50.184
185,17.374,13.898,0.60013,-27.586,199,1,15.348,0.92965,51.49
182,17.545,13.681,0.62605,-59.405,190,1,15.223,0.95789,47.653
201,18.076,14.432,0.60207,79.844,210,1,15.998,0.95714,49.456
192,17.334,14.465,0.55104,-61.348,204,1,15.635,0.94118,49.456
190,18.019,13.691,0.65012,-67.727,197,1,15.554,0.96447,47.843
197,17.645,14.498,0.57004,-55.193,206,1,15.838,0.95631,50.101
186,16.928,14.341,0.53132,-66.778,191,1,15.389,0.97382,46.826
190,17.447,14.032,0.59429,-46.094,199,1,15.554,0.95477,47.479
193,17.828,14.091,0.61267,-44.743,202,1,15.676,0.95545,48.05
192,17.288,14.477,0.54657,-43.332,204,1,15.635,0.94118,51.234
184,17.363,13.817,0.60555,-27.48,194,1,15.306,0.94845,49.39
190,17.361,14.169,0.57787,-25.698,202,1,15.554,0.94059,49.712
193,17.851,14.063,0.61594,-71.222,203,1,15.676,0.95074,49.183
186,17.297,13.988,0.58819,-78.65,197,1,15.389,0.94416,48.902
179,16.651,14.021,0.53938,-73.94,192,1,15.097,0.93229,48.703
189,18.064,13.79,0.64594,-31.967,203,1,15.513,0.93103,53.103
183,17.899,13.488,0.65736,-66.369,199,1,15.264,0.9196,50.126
203,20.338,13.189,0.76124,-30.646,229,1,16.077,0.88646,57.892
193,17.618,14.363,0.57909,-40.479,205,1,15.676,0.94146,51.49
179,17.128,13.743,0.59682,-85.864,195,1,15.097,0.91795,51.035
186,17.616,13.81,0.62083,-81.037,199,1,15.389,0.93467,48.885
203,17.763,14.839,0.54971,-65.876,214,1,16.077,0.9486,50.233
194,17.344,14.668,0.53361,-25.533,209,1,15.717,0.92823,53.666
177,15.882,14.52,0.40515,-36.744,187,1,15.012,0.94652,46.536
193,18.006,14.009,0.62826,-55.937,205,1,15.676,0.94146,51.325
196,18.846,13.545,0.69533,-69.625,212,1,15.797,0.92453,50.473
181,17.388,13.496,0.63051,83.998,190,1,15.181,0.95263,46.917
192,17.452,14.361,0.5682,89.856,201,1,15.635,0.95522,50.68
194,17.585,14.345,0.57842,-18.452,206,1,15.717,0.94175,52.748
183,17.298,13.862,0.59815,-79.723,195,1,15.264,0.93846,49.39
202,18.01,14.518,0.59174,-27.869,216,1,16.037,0.93519,51.143
184,17.396,13.7,0.61623,-28.811,199,1,15.306,0.92462,52.194
195,18.176,13.838,0.64835,-56.338,204,1,15.757,0.95588,49.729
192,18.204,13.677,0.65997,-38.379,204,1,15.635,0.94118,50.407
172,16.538,13.632,0.56618,-25.463,188,1,14.799,0.91489,51.251
192,17.839,14.122,0.611,-82.459,209,1,15.635,0.91866,52.086
184,17.151,14.033,0.57488,-40.758,198,1,15.306,0.92929,51.16
187,17.073,14.347,0.54206,-35.859,200,1,15.43,0.935,50.101
187,16.708,14.479,0.49905,-76.773,194,1,15.43,0.96392,46.462
176,16.904,13.619,0.59233,85.268,189,1,14.97,0.93122,49.845
194,18.179,13.943,0.64162,88.328,209,1,15.717,0.92823,53.765
184,17.498,13.691,0.62273,-62.049,191,1,15.306,0.96335,46.462
192,17.756,14.174,0.6023,-63.362,201,1,15.635,0.95522,48.695
193,18.061,13.97,0.6338,-83.377,209,1,15.676,0.92344,52.574
188,17.558,13.986,0.60461,-35.879,203,1,15.472,0.92611,50.109
191,17.315,14.226,0.57006,-59.24,196,1,15.595,0.97449,46.917
183,17.498,13.52,0.63481,-23.393,190,1,15.264,0.96316,47.008
197,17.969,14.247,0.6094,-58.211,201,1,15.838,0.9801,48.124
181,16.988,13.92,0.57323,-71.968,197,1,15.181,0.91878,48.331
185,17.25,13.91,0.59142,-43.171,201,1,15.348,0.9204,50.407
185,17.625,13.702,0.62898,-25.449,200,1,15.348,0.925,50.862
189,17.802,13.836,0.62925,-75.502,199,1,15.513,0.94975,48.769
179,16.957,13.77,0.58361,-59.177,191,1,15.097,0.93717,46.925
187,16.809,14.391,0.51669,-22.415,197,1,15.43,0.94924,47.479
186,17.854,13.641,0.64523,-35.874,200,1,15.389,0.93,52.507
197,17.641,14.449,0.5737,73.489,206,1,15.838,0.95631,50.002
188,17.607,13.9,0.61383,75.367,202,1,15.472,0.93069,53.046
187,16.816,14.432,0.51326,-54.588,197,1,15.43,0.94924,49.456
190,17.5,14.004,0.59971,-59.568,195,1,15.554,0.97436,47.107
179,16.924,13.783,0.58036,-62.742,186,1,15.097,0.96237,46.933
195,17.87,14.248,0.60357,-72.407,210,1,15.757,0.92857,50.754
192,17.42,14.327,0.5688,-48.627,206,1,15.635,0.93204,50.407
179,17.009,13.673,0.59485,-82.774,191,1,15.097,0.93717,49.084
189,17.454,13.988,0.59809,-59.812,195,1,15.513,0.96923,46.735
190,17.375,14.273,0.5703,83.945,208,1,15.554,0.91346,54.915
193,17.539,14.377,0.57279,75.078,208,1,15.676,0.92788,50.589
192,17.451,14.287,0.57427,-76.574,207,1,15.635,0.92754,50.895
188,16.908,14.523,0.51207,-43.199,199,1,15.472,0.94472,49.158
189,17.044,14.359,0.53869,-46.511,198,1,15.513,0.95455,49.365
188,17.228,14.138,0.57141,-41.643,195,1,15.472,0.9641,48.968
171,17.531,12.787,0.68409,83.243,187,1,14.755,0.91444,49.572
187,17.773,13.673,0.63889,-45.232,197,1,15.43,0.94924,49.109
179,17.26,13.526,0.62115,-42.847,191,1,15.097,0.93717,49.737
188,17.333,14.017,0.58821,-54.603,196,1,15.472,0.95918,47.297
200,18.022,14.427,0.59927,-23.848,217,1,15.958,0.92166,52.64
190,16.886,14.624,0.49999,-39.885,202,1,15.554,0.94059,50.978
188,17.329,14.15,0.57734,-22.22,200,1,15.472,0.94,53.277
198,17.629,14.47,0.5712,-43.661,209,1,15.878,0.94737,49.042
182,16.981,13.959,0.56944,88.896,196,1,15.223,0.92857,50.109
194,17.807,14.231,0.60108,-27.308,210,1,15.717,0.92381,54.046
191,18.249,13.651,0.66364,-40.237,209,1,15.595,0.91388,53.972
194,19.486,13.506,0.72084,-76.765,217,1,15.717,0.89401,56.957
192,17.384,14.285,0.56983,-28.495,202,1,15.635,0.9505,48.513
198,19.969,13.1,0.75474,-33.42,221,1,15.878,0.89593,56.593
186,17.34,13.972,0.59224,-86.574,196,1,15.389,0.94898,49.109
182,16.556,14.277,0.50625,-24.983,198,1,15.223,0.91919,52.458
194,17.053,14.804,0.49637,-57.889,200,1,15.717,0.97,48.099
187,16.848,14.581,0.50104,-66.852,202,1,15.43,0.92574,49.439
182,17.272,13.782,0.60278,87.939,197,1,15.223,0.92386,52.177
196,18.066,14.06,0.62798,-63.522,206,1,15.797,0.95146,49.067
185,18.047,13.477,0.66508,84.616,198,1,15.348,0.93434,55.105
188,17.245,14.183,0.56886,-44.459,196,1,15.472,0.95918,47.289
189,17.402,14.109,0.58542,-31.609,203,1,15.513,0.93103,50.018
194,17.563,14.298,0.58071,-70.722,201,1,15.717,0.96517,48.67
189,17.178,14.282,0.55562,86.73,206,1,15.513,0.91748,54.344
