190,17.308,14.355,0.55872,-44.85,206,1,15.554,0.92233,52.458
183,16.754,14.144,0.53599,72.976,196,1,15.264,0.93367,47.504
196,18.761,13.451,0.69711,-54.084,207,1,15.797,0.94686,49.257
181,17.229,13.705,0.60602,-58.604,197,1,15.181,0.91878,50.217
180,18.529,12.723,0.72698,49.869,193,1,15.139,0.93264,50.879
185,16.93,14.35,0.53062,78.141,203,1,15.348,0.91133,52.384
196,17.771,14.316,0.59251,-63.167,202,1,15.797,0.9703,48.215
183,17.583,13.733,0.62448,-57.948,198,1,15.264,0.92424,50.771
188,18.131,13.621,0.65999,71.752,200,1,15.472,0.94,49.762
192,17.75,14.182,0.60136,-54.469,208,1,15.635,0.92308,51.143
193,18.049,13.98,0.6325,-81.953,210,1,15.676,0.91905,52.185
197,18.603,13.949,0.66165,65.787,208,1,15.838,0.94712,50.357
183,17.594,13.591,0.63508,-73.966,195,1,15.264,0.93846,49.084
188,17.822,13.789,0.63354,77.362,202,1,15.472,0.93069,51.325
197,17.56,14.629,0.55317,86.77,212,1,15.838,0.92925,52.847
189,17.063,14.756,0.50211,-24.25,201,1,15.513,0.9403,50.01
193,17.979,13.946,0.6311,-53.123,205,1,15.676,0.94146,50.283
196,18.765,13.554,0.69156,-55.23,207,1,15.797,0.94686,49.555
189,17.579,14.064,0.59998,-63.504,194,1,15.513,0.97423,47.306
179,18.489,12.745,0.72444,53.015,188,1,15.097,0.95213,48.348
194,17.523,14.506,0.56096,-17.078,206,1,15.717,0.94175,51.342
198,17.953,14.436,0.5945,-69.799,210,1,15.878,0.94286,52.086
190,17.611,14.12,0.59761,-39.855,200,1,15.554,0.95,48.67
188,18.211,13.573,0.66671,-36.103,207,1,15.472,0.90821,55.088
198,18.544,13.859,0.66445,-1.3411,214,1,15.878,0.92523,54.518
189,18.324,13.521,0.67493,-29.01,204,1,15.513,0.92647,53.484
188,17.786,13.792,0.63144,-75.341,200,1,15.472,0.94,50.928
183,17.066,14.096,0.56375,-32.302,200,1,15.264,0.915,50.754
196,17.344,14.792,0.52213,77.13,205,1,15.797,0.9561,51.383
189,17.075,14.406,0.53679,-84.881,203,1,15.513,0.93103,50.035
191,17.991,13.972,0.62996,-42.502,208,1,15.595,0.91827,52.524
193,17.612,14.391,0.57648,-50.64,208,1,15.676,0.92788,51.333
191,17.834,14.058,0.61534,-29.166,207,1,15.595,0.92271,57.065
184,17.182,14.102,0.57129,-51.571,194,1,15.306,0.94845,48.447
182,17.411,13.848,0.60613,-15.912,199,1,15.223,0.91457,52.368
198,17.946,14.348,0.60059,83.865,212,1,15.878,0.93396,53.881
192,17.386,14.413,0.55927,-76.634,206,1,15.635,0.93204,52.194
188,18.08,13.604,0.65867,-27.46,203,1,15.472,0.92611,52.938
195,17.818,14.319,0.59516,-74.225,211,1,15.757,0.92417,52.83
188,17.194,14.414,0.54519,82.317,203,1,15.472,0.92611,51.052
189,17.604,13.892,0.61424,-79.696,201,1,15.513,0.9403,50.779
193,18.019,13.935,0.63395,-45.967,203,1,15.676,0.95074,48.695
189,17.251,14.235,0.56484,76.713,200,1,15.513,0.945,50.118
188,17.61,13.93,0.61178,-47.276,203,1,15.472,0.92611,52.094
187,17.266,14.109,0.57639,-49.127,200,1,15.43,0.935,48.819
192,18.05,13.804,0.64433,-45.269,208,1,15.635,0.92308,50.87
