X,Y
-21.250599,-80.51984
-21.260704,-80.508606
-21.270435,-80.49776
-21.280914,-80.48653
-21.290644,-80.47493
-21.300749,-80.4637
-21.311228,-80.45247
-21.321707,-80.44162
-21.33256,-80.43039
-21.343039,-80.41916
-21.353144,-80.40831
-21.363249,-80.39745
-21.372978,-80.3866
-21.38271,-80.375374
-21.39244,-80.36415
-21.40217,-80.35292
-21.411528,-80.34207
-21.421257,-80.33084
-21.431362,-80.31961
-21.441467,-80.30838
-21.452694,-80.29716
-21.463549,-80.28593
-21.474401,-80.27432
-21.48563,-80.262726
-21.496483,-80.25112
-21.506962,-80.23915
-21.517067,-80.22755
-21.526049,-80.21632
-21.533533,-80.20621
-21.54027,-80.19649
-21.547007,-80.18862
-21.553368,-80.18226
-21.561228,-80.17702
-21.570957,-80.17403
-21.819088,-80.18862
-21.816093,-80.19649
-21.810104,-80.20621
-21.802246,-80.21669
-21.792515,-80.228294
-21.78316,-80.2399
-21.773054,-80.25188
-21.763699,-80.26422
-21.753967,-80.27582
-21.743862,-80.28743
-21.733757,-80.29865
-21.72253,-80.309875
-21.711678,-80.32036
-21.700075,-80.33084
-21.688473,-80.34132
-21.677246,-80.35217
-21.666018,-80.36302
-21.655165,-80.37388
-21.64506,-80.384735
-21.63533,-80.39596
-21.626347,-80.40718
-21.617365,-80.41879
-21.608383,-80.43039
-21.599028,-80.441986
-21.589296,-80.45322
-21.579567,-80.46482
-21.569088,-80.47604
-21.558609,-80.487274
-21.547754,-80.49812
-21.536528,-80.50899
-21.5253,-80.52021
-21.51482,-80.530685
-21.504715,-80.541916
-21.49461,-80.552765
-21.485254,-80.56362
-21.475151,-80.57485
-21.465794,-80.58646
-21.456436,-80.59843
-21.446707,-80.61003
-21.436602,-80.62201
-21.426872,-80.63323
-21.416393,-80.64521
-21.405914,-80.656815
-21.39581,-80.66804
-21.385704,-80.67927
-21.375599,-80.69049
-21.365494,-80.70135
-21.355015,-80.712204
-21.34491,-80.72305
-21.33443,-80.733536
-21.323952,-80.744385
-21.313847,-80.75524
-21.302994,-80.7661
-21.292141,-80.77657
-21.281662,-80.78743
-21.271183,-80.79865
-21.261078,-80.809875
-21.250973,-80.821106
-21.241991,-80.83234
-21.232635,-80.84393
-21.223278,-80.85554
-21.21467,-80.86714
-21.205315,-80.87874
-21.195583,-80.89034
-21.185104,-80.90195
-21.174252,-80.91318
-21.163025,-80.92365
-21.151796,-80.933014
-21.14244,-80.94124
-21.13533,-80.9476
-21.132336,-80.95247
-21.133833,-80.95584
-21.383083,-80.94124
-21.391691,-80.93376
-21.4003,-80.924774
-21.409283,-80.91429
-21.418638,-80.90307
-21.429117,-80.891464
-21.440344,-80.879486
-21.451572,-80.86789
-21.462425,-80.85591
-21.473278,-80.84393
-21.483383,-80.83271
-21.49274,-80.821106
-21.502096,-80.809875
-21.511452,-80.79903
-21.52006,-80.787796
-21.529417,-80.77695
-21.539146,-80.76572
-21.548878,-80.75487
-21.559357,-80.74401
-21.57021,-80.73279
-21.581062,-80.72156
-21.591541,-80.71033
-21.60202,-80.69948
-21.612125,-80.68825
-21.621857,-80.6774
-21.631212,-80.66617
-21.640944,-80.65494
-21.6503,-80.64371
-21.659657,-80.632484
-21.669012,-80.62126
-21.679117,-80.61003
-21.689222,-80.59918
-21.699701,-80.58832
-21.71018,-80.57672
-21.72066,-80.56549
-21.731138,-80.553894
-21.741617,-80.54229
-21.751722,-80.530685
-21.762201,-80.51909
-21.77268,-80.50786
-21.782784,-80.49663
-21.792889,-80.485405
-21.803368,-80.47418
-21.814222,-80.46295
-21.825449,-80.452095
-21.835928,-80.44124
-21.846783,-80.43039
-21.857262,-80.41991
-21.867365,-80.40906
-21.877096,-80.39821
-21.886826,-80.38735
-21.89581,-80.37612
-21.90479,-80.365265
-21.913399,-80.354416
-21.92238,-80.343185
-21.931362,-80.33196
-21.941093,-80.32036
-21.950823,-80.30876
-21.961304,-80.29716
-21.972157,-80.28555
-21.98301,-80.273575
-21.994236,-80.26235
-22.00509,-80.250374
-22.016317,-80.2384
-22.026423,-80.22679
-22.035778,-80.21557
-22.044386,-80.20509
-22.051497,-80.196106
-22.058609,-80.18825
-22.065344,-80.181885
-22.073578,-80.1774
-22.084057,-80.1744
-22.329567,-80.187874
-22.325823,-80.19573
-22.319462,-80.20509
-22.311228,-80.21557
-22.301497,-80.22679
-22.291767,-80.23877
-22.282036,-80.25112
-22.272305,-80.2631
-22.263323,-80.27507
-22.253967,-80.28705
-22.244236,-80.29865
-22.234507,-80.309875
-22.224401,-80.32073
-22.213549,-80.33159
-22.20232,-80.34244
-22.191467,-80.353294
-22.180614,-80.36377
-22.17051,-80.374626
-22.160404,-80.38548
-22.1503,-80.39633
-22.14057,-80.40756
-22.131212,-80.41841
-22.121483,-80.430016
-22.111752,-80.44124
-22.101646,-80.45284
-22.090794,-80.46445
-22.079191,-80.47568
-22.067965,-80.4869
-22.056736,-80.49812
-22.04551,-80.50899
-22.034657,-80.51984
-22.023428,-80.53107
-22.013323,-80.54229
-22.003967,-80.55351
-21.99461,-80.56474
-21.985254,-80.57635
-21.976646,-80.58795
-21.96729,-80.59955
-21.95756,-80.61115
-21.948204,-80.622375
-21.938473,-80.63399
-21.928368,-80.64521
-21.918262,-80.656815
-21.907784,-80.66804
-21.89768,-80.678894
-21.887201,-80.690125
-21.877096,-80.7006
-21.866991,-80.71146
-21.856886,-80.722305
-21.846783,-80.733154
-21.836304,-80.74401
-21.825823,-80.75524
-21.815344,-80.76572
-21.804865,-80.77695
-21.794386,-80.78818
-21.783907,-80.7994
-21.773804,-80.811005
-21.763323,-80.8226
-21.753593,-80.83383
-21.744236,-80.84543
-21.73488,-80.85666
-21.725151,-80.86864
-21.71542,-80.879486
-21.70494,-80.8911
-21.693712,-80.902695
-21.682486,-80.91354
-21.671257,-80.92365
-21.660404,-80.93263
-21.651049,-80.94087
-21.644312,-80.94685
-21.641691,-80.95172
-21.643188,-80.95471
-21.89693,-80.94274
-21.905539,-80.934875
-21.913399,-80.92515
-21.922007,-80.91505
-21.930988,-80.90344
-21.94072,-80.8911
-21.951199,-80.87912
-21.961678,-80.86677
-21.972904,-80.854416
-21.983383,-80.84282
-21.993114,-80.83121
-22.002844,-80.819984
-22.011826,-80.80876
-22.021183,-80.797905
-22.030165,-80.78705
-22.04027,-80.7762
-22.05,-80.76572
-22.060104,-80.75524
-22.070957,-80.744385
-22.081436,-80.733536
-22.09229,-80.72268
-22.103144,-80.71182
-22.113623,-80.7006
-22.123728,-80.688995
-22.133457,-80.6774
-22.142815,-80.665794
-22.15217,-80.65457
-22.161528,-80.64334
-22.170883,-80.63174
-22.181362,-80.62013
-22.191093,-80.6089
-22.201572,-80.59768
-22.212051,-80.58646
-22.22253,-80.575226
-22.23301,-80.56438
-22.243862,-80.55351
-22.253967,-80.54229
-22.263699,-80.53143
-22.273428,-80.52021
-22.282784,-80.50899
-22.292515,-80.49776
-22.30262,-80.48653
-22.313099,-80.475296
-22.323204,-80.46445
-22.334057,-80.45284
-22.34491,-80.441986
-22.356138,-80.43076
-22.367365,-80.41991
-22.37822,-80.40831
-22.388323,-80.39745
-22.398428,-80.38585
-22.40816,-80.374626
-22.417515,-80.3634
-22.426872,-80.35217
-22.435478,-80.34094
-22.444462,-80.33046
-22.453817,-80.31924
-22.463173,-80.308014
-22.473278,-80.29678
-22.483383,-80.28593
-22.49461,-80.27432
-22.505465,-80.2631
-22.516317,-80.251495
-22.526796,-80.23952
-22.537275,-80.228294
-22.54663,-80.21707
-22.555614,-80.20659
-22.563473,-80.197235
-22.570583,-80.188995
-22.57807,-80.18226
-22.586304,-80.177765
-22.596407,-80.17403
-22.841167,-80.18825
-22.838173,-80.196106
-22.831812,-80.20546
-22.823578,-80.21594
-22.814222,-80.22717
-22.804117,-80.23952
-22.794012,-80.251495
-22.784657,-80.26347
-22.7753,-80.27545
-22.76557,-80.28743
-22.755838,-80.29865
-22.74536,-80.309875
-22.734507,-80.32073
-22.723652,-80.33159
-22.7128,-80.34207
-22.701572,-80.35255
-22.69072,-80.3634
-22.679865,-80.37388
-22.669762,-80.384735
-22.66003,-80.39596
-22.6503,-80.406815
-22.641317,-80.41841
-22.631962,-80.430016
-22.62223,-80.44162
-22.612125,-80.45322
-22.602396,-80.46482
-22.591917,-80.47604
-22.581062,-80.487274
-22.570583,-80.498505
-22.559357,-80.509735
-22.548504,-80.52096
-22.538025,-80.531815
-22.52792,-80.54304
-22.517815,-80.553894
-22.508083,-80.565125
-22.497978,-80.57635
-22.488249,-80.587204
-22.478144,-80.59843
-22.467665,-80.61003
-22.45756,-80.62163
-22.44708,-80.63323
-22.436602,-80.64446
-22.426123,-80.655685
-22.416018,-80.666916
-22.406288,-80.67815
-22.39693,-80.68938
-22.387575,-80.69985
-22.37822,-80.711075
-22.369236,-80.72193
-22.35988,-80.73279
-22.350151,-80.74401
-22.34042,-80.75487
-22.330315,-80.7661
-22.319836,-80.77732
-22.309357,-80.78854
-22.29813,-80.799774
-22.286901,-80.811005
-22.276423,-80.822235
-22.265944,-80.83346
-22.255465,-80.84506
-22.245733,-80.85591
-22.23563,-80.867516
-22.225525,-80.87912
-22.215046,-80.89072
-22.204191,-80.90195
-22.193338,-80.91318
-22.182486,-80.92328
-22.17238,-80.93263
-22.163773,-80.94049
-22.157784,-80.947235
-22.155165,-80.952095
-22.15741,-80.95584
-22.405914,-80.94162
-22.414896,-80.93338
-22.423504,-80.92365
-22.43286,-80.91318
-22.442215,-80.90195
-22.45232,-80.89034
-22.4628,-80.87837
-22.473652,-80.86677
-22.484507,-80.85479
-22.49461,-80.843185
-22.504715,-80.83196
-22.514446,-80.82073
-22.523428,-80.809875
-22.532784,-80.79903
-22.542141,-80.78818
-22.552246,-80.77732
-22.562351,-80.766846
-22.57283,-80.75599
-22.584057,-80.74513
-22.595284,-80.73428
-22.606138,-80.72305
-22.616617,-80.71182
-22.626722,-80.700226
-22.636452,-80.688995
-22.64581,-80.6774
-22.65479,-80.66617
-22.663773,-80.65457
-22.67238,-80.64334
-22.681362,-80.63211
-22.691093,-80.62126
-22.700823,-80.60966
-22.710928,-80.59843
-22.721783,-80.587204
-22.732635,-80.57597
-22.743488,-80.56474
-22.753967,-80.55351
-22.764446,-80.541916
-22.774925,-80.530685
-22.785404,-80.51946
-22.79551,-80.50823
-22.80524,-80.49701
-22.81497,-80.48578
-22.825075,-80.47455
-22.83518,-80.4637
-22.846033,-80.45247
-22.856138,-80.44162
-22.866617,-80.43076
-22.877096,-80.41991
-22.887575,-80.40906
-22.897305,-80.39821
-22.907784,-80.38735
-22.917141,-80.37612
-22.926497,-80.3649
-22.935854,-80.353294
-22.94521,-80.34207
-22.95494,-80.33084
-22.965046,-80.31924
-22.975525,-80.308014
-22.98563,-80.2964
-22.996483,-80.28555
-23.00771,-80.27396
-23.018562,-80.26235
-23.029417,-80.25075
-23.04027,-80.23915
-23.05,-80.22755
-23.058983,-80.21669
-23.066841,-80.20659
-23.073952,-80.197235
-23.081062,-80.18938
-23.0878,-80.183014
-23.09566,-80.17815
-23.106512,-80.17515
-23.353144,-80.187874
-23.350151,-80.19573
-23.344162,-80.20546
-23.335928,-80.21632
-23.326572,-80.22792
-23.316841,-80.2399
-23.30711,-80.25188
-23.297007,-80.26422
-23.287275,-80.2762
-23.277546,-80.287796
-23.267067,-80.29903
-23.256588,-80.31026
-23.245733,-80.32073
-23.23413,-80.33159
-23.222157,-80.34207
-23.210928,-80.35255
-23.199701,-80.3634
-23.189222,-80.37388
-23.178743,-80.384735
-23.169386,-80.39596
-23.159657,-80.406815
-23.151049,-80.41841
-23.142067,-80.430016
-23.133083,-80.44124
-23.124102,-80.45322
-23.114372,-80.46482
-23.104267,-80.476425
-23.093414,-80.48765
-23.08256,-80.49888
-23.071707,-80.5101
-23.060854,-80.52133
-23.05,-80.53218
-23.03952,-80.54266
-23.028667,-80.55351
-23.018562,-80.56474
-23.008833,-80.57597
-22.999102,-80.58757
-22.988997,-80.5988
-22.979267,-80.61003
-22.969162,-80.62163
-22.959057,-80.63323
-22.949326,-80.64409
-22.939222,-80.65532
-22.929117,-80.666916
-22.919386,-80.67815
-22.909657,-80.68938
-22.899551,-80.7006
-22.890194,-80.71146
-22.880465,-80.72268
-22.87036,-80.733536
-22.860254,-80.74476
-22.849775,-80.75599
-22.839296,-80.76721
-22.82807,-80.77807
-22.817215,-80.78929
-22.806736,-80.80015
-22.796257,-80.81138
-22.786152,-80.8226
-22.776423,-80.83383
-22.766691,-80.84506
-22.757336,-80.85629
-22.747978,-80.867516
-22.738249,-80.87912
-22.728518,-80.89072
-22.718039,-80.90232
-22.707186,-80.91354
-22.695957,-80.92365
-22.685104,-80.933014
-22.675749,-80.94124
-22.669012,-80.9476
-22.666018,-80.95284
-22.667515,-80.95621
-22.917141,-80.94087
-22.926123,-80.933014
-22.934357,-80.92365
-22.943338,-80.91318
-22.95307,-80.90195
-22.963173,-80.89034
-22.974775,-80.87837
-22.98563,-80.866394
-22.996857,-80.85516
-23.007336,-80.84357
-23.017067,-80.83196
-23.026423,-80.82073
-23.035404,-80.80951
-23.044386,-80.79865
-23.053743,-80.787796
-23.063099,-80.77695
-23.072456,-80.7661
-23.082935,-80.75487
-23.093414,-80.74401
-23.104267,-80.733154
-23.11512,-80.722305
-23.126347,-80.711075
-23.136826,-80.700226
-23.14693,-80.688995
-23.157036,-80.677765
-23.166393,-80.66617
-23.175749,-80.65494
-23.18473,-80.64371
-23.194462,-80.63211
-23.203817,-80.62088
-23.213923,-80.60966
-23.224028,-80.59805
-23.23413,-80.587204
-23.24461,-80.57597
-23.255838,-80.56474
-23.265944,-80.55351
-23.276423,-80.541916
-23.286528,-80.53032
-23.296257,-80.51909
-23.306362,-80.50786
-23.316093,-80.49663
-23.326572,-80.48615
-23.337051,-80.47493
-23.34753,-80.4637
-23.35801,-80.45284
-23.368488,-80.441986
-23.379341,-80.43076
-23.390194,-80.41991
-23.4003,-80.40906
-23.410404,-80.39783
-23.419762,-80.3866
-23.429117,-80.37575
-23.438099,-80.36452
-23.44708,-80.353294
-23.456436,-80.34169
-23.465794,-80.33046
-23.475525,-80.31886
-23.485254,-80.30763
-23.495733,-80.2964
-23.506214,-80.28555
-23.517815,-80.27396
-23.528667,-80.26235
-23.539894,-80.25075
-23.550373,-80.23915
-23.560478,-80.22792
-23.569462,-80.21669
-23.578068,-80.20659
-23.58518,-80.197235
-23.59229,-80.18974
-23.599026,-80.18338
-23.607262,-80.17851
-23.617367,-80.17552
-23.863623,-80.187874
-23.86063,-80.196106
-23.854267,-80.20546
-23.846033,-80.21632
-23.836678,-80.22792
-23.826946,-80.240265
-23.816841,-80.25188
-23.807486,-80.26422
-23.797754,-80.2762
-23.788399,-80.287796
-23.778667,-80.2994
-23.768188,-80.31062
-23.756962,-80.32073
-23.746109,-80.33159
-23.73488,-80.34169
-23.723652,-80.35217
-23.7128,-80.36302
-23.701946,-80.373505
-23.691841,-80.38435
-23.68211,-80.395584
-23.672754,-80.406815
-23.663773,-80.41841
-23.654415,-80.430016
-23.645061,-80.44162
-23.63533,-80.4536
-23.624477,-80.465195
-23.613998,-80.47679
-23.603144,-80.48802
-23.591915,-80.49925
-23.580688,-80.5101
-23.569088,-80.52133
-23.558233,-80.531815
-23.54813,-80.54266
-23.538399,-80.55351
-23.529041,-80.56438
-23.519686,-80.5756
-23.51033,-80.58682
-23.500973,-80.59843
-23.491617,-80.61003
-23.482262,-80.62126
-23.472157,-80.63286
-23.462425,-80.64409
-23.45232,-80.65607
-23.442215,-80.66729
-23.431736,-80.678894
-23.42163,-80.68974
-23.411526,-80.70097
-23.401423,-80.71182
-23.391317,-80.72268
-23.381214,-80.733536
-23.370733,-80.74401
-23.360254,-80.75487
-23.350151,-80.7661
-23.339296,-80.77695
-23.328817,-80.787796
-23.318338,-80.79903
-23.308233,-80.81026
-23.297754,-80.82149
-23.288025,-80.83271
-23.278667,-80.84393
-23.269312,-80.85554
-23.25958,-80.86714
-23.249851,-80.87874
-23.239372,-80.89034
-23.228144,-80.90195
-23.216541,-80.91318
-23.205315,-80.92365
-23.194462,-80.933014
-23.18473,-80.94124
-23.177994,-80.94798
-23.175,-80.95284
-23.176872,-80.95621
-23.431736,-80.941986
-23.43997,-80.93413
-23.44783,-80.924774
-23.456062,-80.91467
-23.464672,-80.90344
-23.474401,-80.891464
-23.48488,-80.879486
-23.49536,-80.867516
-23.506214,-80.85554
-23.516693,-80.84357
-23.526796,-80.83196
-23.536152,-80.82073
-23.54551,-80.80951
-23.554491,-80.79865
-23.563847,-80.78743
-23.573952,-80.77695
-23.583683,-80.7661
-23.594162,-80.75524
-23.605015,-80.744385
-23.616241,-80.733536
-23.627096,-80.72268
-23.637949,-80.71146
-23.649178,-80.7006
-23.659283,-80.688995
-23.669012,-80.677765
-23.678368,-80.666916
-23.687725,-80.65532
-23.696707,-80.64409
-23.706062,-80.63286
-23.715794,-80.62126
-23.725525,-80.61003
-23.73563,-80.59843
-23.745733,-80.587204
-23.756214,-80.57597
-23.766317,-80.56474
-23.776796,-80.55315
-23.787275,-80.54154
-23.797007,-80.53032
-23.80711,-80.51909
-23.816841,-80.50786
-23.826946,-80.49663
-23.837051,-80.48578
-23.847904,-80.47493
-23.858383,-80.4637
-23.869236,-80.45284
-23.880089,-80.441986
-23.890944,-80.43114
-23.902172,-80.42029
-23.912651,-80.40943
-23.922754,-80.398575
-23.932486,-80.38735
-23.941467,-80.37612
-23.950449,-80.365265
-23.959057,-80.35404
-23.96804,-80.34282
-23.97702,-80.33121
-23.986378,-80.319984
-23.996109,-80.30838
-24.006214,-80.29716
-24.016693,-80.28593
-24.02792,-80.27432
-24.03952,-80.262726
-24.050749,-80.25075
-24.061977,-80.23915
-24.072456,-80.22755
-24.082186,-80.21632
-24.091167,-80.20621
-24.099026,-80.19685
-24.106138,-80.188995
-24.113249,-80.18263
-24.121483,-80.17815
-24.131214,-80.174774
-24.374851,-80.18825
-24.371857,-80.196106
-24.365494,-80.20546
-24.357262,-80.21594
-24.34753,-80.22755
-24.337425,-80.2399
-24.327694,-80.251495
-24.317965,-80.26422
-24.308609,-80.2762
-24.299252,-80.28818
-24.28952,-80.2994
-24.279415,-80.31026
