X,Y
-27.145061,-81.09506
-27.134956,-81.10666
-27.125225,-81.11789
-27.115494,-81.12874
-27.105389,-81.14034
-27.09566,-81.15157
-27.085928,-81.16318
-27.075825,-81.174774
-27.06572,-81.18638
-27.055614,-81.19798
-27.045135,-81.20958
-27.034657,-81.22006
-27.023804,-81.23016
-27.013699,-81.23877
-27.004341,-81.24663
-26.995733,-81.25337
-26.988623,-81.26048
-26.982635,-81.26796
-26.97852,-81.27732
-26.987873,-81.54529
-26.99274,-81.53854
-26.999477,-81.52919
-27.006962,-81.51759
-27.015194,-81.50487
-27.024551,-81.49214
-27.034657,-81.47904
-27.044762,-81.46707
-27.054491,-81.45546
-27.064596,-81.44461
-27.0747,-81.43413
-27.08443,-81.4244
-27.094162,-81.41429
-27.103893,-81.40457
-27.113998,-81.39409
-27.124102,-81.383606
-27.134207,-81.372375
-27.144686,-81.36078
-27.15479,-81.34918
-27.16527,-81.33682
-27.175,-81.32448
-27.185104,-81.3125
-27.194836,-81.30052
-27.204567,-81.288925
-27.214672,-81.27807
-27.224401,-81.26759
-27.23413,-81.25711
-27.243862,-81.24663
-27.253967,-81.23615
-27.264072,-81.22568
-27.274925,-81.215195
-27.28503,-81.203964
-27.29551,-81.19237
-27.305614,-81.18039
-27.316093,-81.16841
-27.325825,-81.15607
-27.335928,-81.14371
-27.346033,-81.13211
-27.355389,-81.120514
-27.36512,-81.1089
-27.374851,-81.09805
-27.384956,-81.08757
-27.395061,-81.07747
-27.405165,-81.06737
-27.415644,-81.05726
-27.426123,-81.04716
-27.436602,-81.03705
-27.44708,-81.02657
-27.457186,-81.01534
-27.467665,-81.00412
-27.478144,-80.99214
-27.488249,-80.98016
-27.497978,-80.96782
-27.50771,-80.95584
-27.51744,-80.94349
-27.527172,-80.93151
-27.536901,-80.91954
-27.54663,-80.90831
-27.556362,-80.89708
-27.566093,-80.88623
-27.575825,-80.87612
-27.585554,-80.86565
-27.59566,-80.85516
-27.605389,-80.84506
-27.615868,-80.83495
-27.625599,-80.82448
-27.635704,-80.81362
-27.64581,-80.802765
-27.655914,-80.79154
-27.666393,-80.77994
-27.676872,-80.76834
-27.687725,-80.75599
-27.698204,-80.74364
-27.708683,-80.73054
-27.718788,-80.71782
-27.72852,-80.70621
-27.7375,-80.69536
-27.74536,-80.68638
-27.75247,-80.68076
-27.758083,-80.67927
-27.761826,-80.683014
-27.76482,-80.97305
-27.76033,-80.979416
-27.75322,-80.98578
-27.745733,-80.99326
-27.736752,-81.001495
-27.727394,-81.0116
-27.71729,-81.02245
-27.706812,-81.034805
-27.696707,-81.04716
-27.686228,-81.06026
-27.676123,-81.07298
-27.666767,-81.08533
-27.657036,-81.09768
-27.647305,-81.10966
-27.637949,-81.12163
-27.62822,-81.132484
-27.61774,-81.14371
-27.607635,-81.15382
-27.59753,-81.16429
-27.587425,-81.17403
-27.576946,-81.18451
-27.566841,-81.19461
-27.556736,-81.20584
-27.546257,-81.21669
-27.536526,-81.22867
-27.526423,-81.2399
-27.515944,-81.25188
-27.505838,-81.26385
-27.495733,-81.27582
-27.48563,-81.28743
-27.475151,-81.29865
-27.464672,-81.30951
-27.454567,-81.319984
-27.444462,-81.33009
-27.43473,-81.34057
-27.424625,-81.35068
-27.414146,-81.36115
-27.404415,-81.37163
-27.394686,-81.38286
-27.384956,-81.39409
-27.374851,-81.40532
-27.364746,-81.41729
-27.354641,-81.42927
-27.344536,-81.44162
-27.33443,-81.45322
-27.324326,-81.46557
-27.31422,-81.47717
-27.304491,-81.4884
-27.294762,-81.499626
-27.28503,-81.51048
-27.2753,-81.52096
-27.265944,-81.531815
-27.256588,-81.541916
-27.246857,-81.5524
-27.237125,-81.562874
-27.227394,-81.57373
-27.21729,-81.58458
-27.206436,-81.59543
-27.195957,-81.60666
-27.185854,-81.61826
-27.175,-81.629486
-27.16452,-81.6411
-27.154415,-81.652695
-27.143562,-81.66429
-27.133457,-81.67515
-27.123728,-81.68675
-27.113623,-81.69798
-27.104267,-81.709206
-27.094536,-81.72081
-27.084805,-81.73241
-27.074326,-81.744385
-27.06422,-81.75599
-27.054117,-81.76759
-27.043638,-81.77844
-27.033533,-81.78854
-27.023428,-81.79716
-27.014072,-81.805016
-27.005465,-81.812126
-26.997978,-81.81924
-26.991991,-81.827095
-26.9875,-81.83682
-26.988249,-82.1119
-26.993114,-82.10554
-26.999477,-82.09656
-27.006962,-82.08533
-27.015568,-82.07298
-27.024925,-82.06026
-27.034657,-82.04753
-27.044762,-82.03555
-27.05524,-82.02432
-27.065346,-82.01347
-27.075075,-82.00337
-27.084805,-81.99326
-27.094536,-81.983154
-27.104267,-81.97305
-27.114372,-81.96257
-27.124477,-81.95135
-27.13458,-81.93974
-27.144686,-81.927765
-27.154415,-81.915794
-27.16452,-81.90344
-27.174625,-81.89072
-27.184357,-81.87837
-27.194462,-81.866394
-27.204193,-81.85516
-27.214296,-81.84468
-27.224026,-81.834206
-27.23413,-81.8241
-27.244236,-81.813995
-27.254341,-81.80427
-27.26482,-81.79416
-27.274925,-81.78368
-27.28503,-81.77283
-27.29551,-81.7616
-27.305614,-81.75
-27.315346,-81.73765
-27.325825,-81.72568
-27.335554,-81.71332
-27.345284,-81.70097
-27.355015,-81.688995
-27.364372,-81.6774
-27.374477,-81.66617
-27.384207,-81.65532
-27.395061,-81.64484
-27.405165,-81.634735
-27.415644,-81.624626
-27.426123,-81.61452
-27.436602,-81.604416
-27.44708,-81.59393
-27.457935,-81.583084
-27.468414,-81.57185
-27.47852,-81.56026
-27.488249,-81.54828
-27.497978,-81.53593
-27.50771,-81.52396
-27.51744,-81.51198
-27.527172,-81.5
-27.536901,-81.48802
-27.546257,-81.476425
-27.555988,-81.465195
-27.565346,-81.454346
-27.575075,-81.44349
-27.584805,-81.43338
-27.59491,-81.422905
-27.605015,-81.412796
-27.614746,-81.40232
-27.624851,-81.391846
-27.634956,-81.38099
-27.645061,-81.37013
-27.65554,-81.3589
-27.66602,-81.34768
-27.676872,-81.336075
-27.687351,-81.32373
-27.698204,-81.31138
-27.708683,-81.29865
-27.718788,-81.28593
-27.728893,-81.27396
-27.737873,-81.26347
-27.745733,-81.254486
-27.75247,-81.24888
-27.75771,-81.247375
-27.761452,-81.25112
-27.765568,-81.54117
-27.760704,-81.54753
-27.754341,-81.55427
-27.746857,-81.56175
-27.737873,-81.57036
-27.728144,-81.58046
-27.71804,-81.59169
-27.707561,-81.60367
-27.69708,-81.616394
-27.686977,-81.62912
-27.676872,-81.641464
-27.667141,-81.65382
-27.657036,-81.66617
-27.64768,-81.6774
-27.637575,-81.688995
-27.627846,-81.69985
-27.618114,-81.71071
-27.60801,-81.72081
-27.59753,-81.73129
-27.587425,-81.741394
-27.57732,-81.751495
-27.567215,-81.76235
-27.557486,-81.77321
-27.54738,-81.784805
-27.537275,-81.7964
-27.526796,-81.808014
-27.516693,-81.819984
-27.506588,-81.83196
-27.496483,-81.84393
-27.486004,-81.85554
-27.475899,-81.866394
-27.465794,-81.87724
-27.45494,-81.887726
-27.444836,-81.89821
-27.435104,-81.90831
-27.425,-81.91841
-27.41527,-81.928894
-27.405165,-81.93974
-27.395061,-81.95097
-27.384956,-81.962204
-27.374851,-81.9738
-27.364746,-81.98578
-27.354641,-81.99812
-27.344162,-82.0101
-27.334057,-82.02208
-27.323578,-82.03406
-27.313473,-82.04491
-27.303368,-82.05651
-27.293638,-82.066986
-27.284283,-82.07784
-27.274925,-82.08795
-27.265568,-82.09843
-27.255838,-82.108536
-27.246483,-82.11901
-27.237125,-82.129486
-27.227394,-82.13997
-27.217665,-82.1512
-27.207561,-82.16243
-27.197456,-82.17403
-27.186977,-82.18562
-27.176498,-82.1976
-27.16602,-82.20958
-27.15554,-82.22118
-27.145435,-82.233154
-27.134956,-82.244385
-27.124477,-82.255615
-27.114372,-82.26721
-27.104267,-82.27844
-27.094162,-82.28967
-27.084057,-82.3009
-27.073578,-82.3125
-27.063473,-82.32373
-27.05262,-82.33495
-27.042141,-82.34543
-27.031662,-82.35516
-27.02193,-82.36377
-27.012575,-82.37201
-27.004715,-82.37874
-26.997604,-82.38623
-26.991617,-82.39409
-26.9875,-82.40382
-26.987873,-82.67927
-26.992367,-82.67253
-26.998354,-82.662796
-27.005838,-82.65157
-27.014446,-82.63885
-27.023804,-82.62575
-27.034283,-82.6134
-27.044388,-82.601425
-27.054491,-82.590195
-27.06497,-82.57971
-27.075075,-82.569984
-27.084805,-82.56062
-27.09491,-82.5509
-27.105015,-82.54117
-27.114746,-82.53143
-27.124477,-82.520584
-27.13458,-82.509735
-27.145061,-82.49812
-27.15479,-82.48578
-27.16527,-82.47343
-27.175373,-82.461075
-27.185104,-82.4491
-27.19521,-82.43675
-27.20494,-82.42515
-27.214672,-82.413925
-27.224401,-82.40307
-27.234507,-82.39259
-27.24461,-82.382484
-27.254715,-82.372375
-27.26482,-82.3619
-27.274925,-82.35104
-27.285404,-82.340195
-27.29551,-82.3286
-27.305988,-82.31662
-27.316093,-82.30464
-27.325825,-82.29229
-27.335554,-82.28032
-27.345284,-82.26796
-27.355015,-82.25599
-27.364372,-82.244385
-27.374477,-82.233154
-27.38458,-82.222305
-27.394686,-82.21182
-27.40479,-82.20135
-27.41527,-82.19162
-27.425373,-82.18151
-27.436602,-82.1714
-27.44708,-82.16093
-27.457561,-82.15045
-27.46804,-82.13922
-27.47852,-82.12799
-27.488623,-82.116394
-27.499102,-82.104416
-27.508833,-82.09244
-27.518562,-82.08046
-27.528294,-82.06886
-27.538025,-82.056885
-27.54738,-82.045654
-27.556736,-82.03443
-27.566467,-82.023575
-27.576199,-82.0131
-27.585928,-82.002625
-27.595284,-81.99214
-27.605015,-81.98166
-27.614746,-81.97118
-27.624477,-81.96071
-27.63458,-81.94985
-27.645061,-81.93862
-27.65554,-81.9274
-27.665644,-81.91542
-27.676498,-81.90344
-27.686977,-81.891464
-27.69783,-81.87912
-27.708683,-81.866394
-27.719162,-81.85367
-27.728893,-81.84132
-27.738249,-81.83084
-27.746483,-81.82185
-27.75322,-81.81662
-27.758457,-81.81474
-27.762575,-81.81886
-27.76482,-82.10928
-27.76033,-82.11565
-27.753967,-82.12201
-27.746109,-82.12912
-27.7375,-82.137726
-27.72777,-82.14745
-27.717665,-82.15868
-27.707186,-82.170654
-27.696707,-82.18338
-27.686602,-82.19649
-27.676872,-82.20883
-27.667141,-82.22156
-27.65741,-82.2339
-27.64768,-82.24588
-27.637575,-82.25711
-27.627846,-82.26834
-27.61774,-82.27919
-27.607635,-82.28929
-27.59753,-82.2994
-27.587425,-82.30913
-27.576946,-82.31961
-27.566841,-82.32971
-27.55711,-82.34057
-27.547007,-82.35179
-27.536901,-82.36377
-27.527172,-82.375374
-27.517067,-82.387726
-27.506588,-82.399704
-27.496483,-82.4113
-27.486378,-82.42328
-27.476273,-82.43451
-27.465794,-82.44536
-27.455688,-82.45584
-27.445583,-82.46632
-27.435104,-82.476425
-27.425,-82.48653
-27.414894,-82.49701
-27.40479,-82.507484
-27.394686,-82.51834
-27.384956,-82.52994
-27.374477,-82.54154
-27.364372,-82.55315
-27.354267,-82.565125
-27.344162,-82.57747
-27.334057,-82.58982
-27.323952,-82.601425
-27.31422,-82.61302
-27.304117,-82.62425
-27.294388,-82.63548
-27.28503,-82.64596
-27.275673,-82.65643
-27.266317,-82.666916
-27.256962,-82.67702
-27.24723,-82.6875
-27.237125,-82.69798
-27.227394,-82.70883
-27.217665,-82.71968
-27.207186,-82.73091
-27.19708,-82.74214
-27.186602,-82.75412
-27.176123,-82.76572
-27.16527,-82.777695
-27.155165,-82.78929
-27.145061,-82.80127
-27.13458,-82.8125
-27.124477,-82.8241
-27.114746,-82.83495
-27.104267,-82.84618
-27.094536,-82.85704
-27.08443,-82.86864
-27.074326,-82.87987
-27.06422,-82.89072
-27.053368,-82.90157
-27.042515,-82.91205
-27.032036,-82.92178
-27.022305,-82.93039
-27.012575,-82.93862
-27.004341,-82.94536
-26.99723,-82.95284
-26.991617,-82.961075
-26.9875,-82.97118
-26.9875,-83.24776
-26.992367,-83.241394
-26.998354,-83.23129
-27.006214,-83.22006
-27.01482,-83.20696
-27.024178,-83.19424
-27.034657,-83.18151
-27.044762,-83.16916
-27.05524,-83.15793
-27.065346,-83.14745
-27.075449,-83.13735
-27.08518,-83.127625
-27.095284,-83.11826
-27.105015,-83.108536
-27.114746,-83.0988
-27.124851,-83.08795
-27.134956,-83.077095
-27.145061,-83.06549
-27.155165,-83.05351
-27.16527,-83.04117
-27.175,-83.02919
-27.185104,-83.016846
-27.194836,-83.004486
-27.204567,-82.99289
-27.213923,-82.98129
-27.224401,-82.97043
-27.23413,-82.95995
-27.243862,-82.94948
-27.254341,-82.93938
-27.264446,-82.928894
-27.274551,-82.91841
-27.285404,-82.90756
-27.29551,-82.89633
-27.305988,-82.884735
-27.316093,-82.87276
-27.325825,-82.86078
-27.335554,-82.84918
-27.34566,-82.837204
-27.355389,-82.8256
-27.36512,-82.813995
-27.375225,-82.802765
-27.384956,-82.791916
-27.395435,-82.781815
-27.40554,-82.77133
-27.41602,-82.76085
-27.426498,-82.75075
-27.436977,-82.740265
-27.447456,-82.729416
-27.457561,-82.71857
-27.467665,-82.70696
-27.478144,-82.69536
-27.488249,-82.68338
-27.498354,-82.671036
-27.508083,-82.65906
-27.517815,-82.64708
-27.527546,-82.634735
-27.537275,-82.62312
-27.547007,-82.61115
-27.55711,-82.600296
-27.566841,-82.58945
-27.576572,-82.578964
-27.586304,-82.56849
-27.596033,-82.55838
-27.605762,-82.54828
-27.615868,-82.537796
-27.625599,-82.527695
-27.635704,-82.51721
-27.645435,-82.50674
-27.655914,-82.495514
-27.66602,-82.48428
-27.676498,-82.47268
-27.687351,-82.46033
-27.69783,-82.44798
-27.70831,-82.43526
-27.718788,-82.422905
-27.728893,-82.41055
-27.737873,-82.39932
-27.746109,-82.39034
-27.75322,-82.38435
-27.758457,-82.38286
-27.762575,-82.38623
-27.765568,-82.6774
-27.760704,-82.68338
-27.753967,-82.68974
-27.746483,-82.69649
-27.7375,-82.70509
-27.72777,-82.71482
-27.717665,-82.72604
-27.707561,-82.73802
-27.69708,-82.75075
-27.686602,-82.76385
-27.676498,-82.77695
-27.666767,-82.78929
-27.657036,-82.80202
-27.647305,-82.813995
-27.637575,-82.8256
-27.627846,-82.83646
-27.61774,-82.847305
-27.607635,-82.85741
-27.59753,-82.86714
-27.587425,-82.87688
-27.577694,-82.88698
-27.567589,-82.89708
-27.557486,-82.90756
-27.54738,-82.91879
-27.537275,-82.93039
-27.527172,-82.94237
-27.517067,-82.95471
-27.506962,-82.96707
-27.496857,-82.97904
-27.486004,-82.99065
-27.475525,-83.00224
-27.46542,-83.01347
-27.45494,-83.02396
-27.444836,-83.034805
-27.43473,-83.04491
-27.425,-83.055016
-27.41452,-83.06549
-27.40479,-83.07597
-27.394686,-83.08682
-27.384956,-83.09805
-27.374851,-83.10966
-27.364746,-83.12163
-27.354267,-83.133606
-27.344162,-83.145584
-27.334057,-83.15756
-27.323952,-83.16991
-27.31422,-83.18076
-27.304491,-83.19237
-27.295135,-83.20322
-27.28503,-83.21407
-27.276047,-83.22455
-27.266317,-83.23503
-27.256962,-83.24513
-27.24723,-83.255615
-27.2375,-83.2661
-27.227394,-83.27657
-27.21729,-83.28743
-27.207186,-83.29865
-27.196707,-83.31026
-27.186228,-83.32185
-27.175749,-83.33346
-27.16527,-83.34543
-27.15479,-83.35704
-27.144686,-83.36864
-27.13458,-83.37987
-27.124851,-83.391464
-27.114746,-83.402695
-27.104641,-83.413925
-27.094536,-83.424774
-27.084805,-83.43638
-27.074326,-83.44798
-27.063847,-83.459206
-27.053368,-83.47081
-27.042889,-83.48129
-27.032036,-83.491394
-27.02193,-83.500374
-27.012575,-83.508606
-27.004341,-83.51572
-26.99723,-83.52283
-26.991617,-83.530685
-26.986752,-83.540794
-26.9875,-83.81438
-26.992367,-83.808014
-26.998728,-83.79865
-27.006214,-83.78743
-27.01482,-83.774704
-27.024551,-83.76235
-27.034657,-83.75
-27.044762,-83.73802
-27.054867,-83.72679
-27.06497,-83.71632
-27.0747,-83.70621
-27.084805,-83.69649
-27.09491,-83.68638
-27.104641,-83.67665
-27.114746,-83.66654
-27.124851,-83.655685
-27.134956,-83.64446
-27.145061,-83.63323
-27.15554,-83.62126
-27.165644,-83.60928
-27.175373,-83.59693
-27.185104,-83.58458
-27.194836,-83.572235
-27.204567,-83.56062
-27.213923,-83.5494
-27.224026,-83.53854
-27.233757,-83.52807
-27.243862,-83.51796
-27.253967,-83.507484
-27.264072,-83.49701
-27.274551,-83.48653
-27.285404,-83.475296
-27.295883,-83.46407
-27.305988,-83.452095
-27.316093,-83.440125
-27.326199,-83.42815
-27.335928,-83.415794
-27.346033,-83.40382
-27.355762,-83.391846
-27.365494,-83.380615
-27.375225,-83.369385
-27.384956,-83.358536
-27.394686,-83.34805
-27.405165,-83.33795
-27.415644,-83.32784
-27.426123,-83.318115
-27.436602,-83.308014
-27.446707,-83.29753
-27.457186,-83.28668
-27.467665,-83.27582
-27.478144,-83.26422
-27.488249,-83.252625
-27.497978,-83.24065
-27.508083,-83.22867
-27.517815,-83.21669
-27.52792,-83.20509
-27.537275,-83.193115
-27.547007,-83.18151
-27.556736,-83.17029
-27.566467,-83.15906
-27.576199,-83.14821
-27.585928,-83.137726
-27.596407,-83.12688
-27.606138,-83.116394
-27.615868,-83.10591
-27.625973,-83.09506
-27.636078,-83.08458
-27.64581,-83.07373
-27.655914,-83.0625
-27.666393,-83.0509
-27.676872,-83.03929
-27.687351,-83.02732
-27.69783,-83.01497
-27.70831,-83.002625
-27.718414,-82.990265
-27.728144,-82.978294
-27.737873,-82.96744
-27.745733,-82.95846
-27.75247,-82.95284
-27.758083,-82.95135
-27.7622,-82.95509
-27.76482,-83.245514
-27.759956,-83.251495
-27.753593,-83.25786
-27.746109,-83.26497
-27.736752,-83.27321
-27.727394,-83.28331
-27.717665,-83.29379
-27.707186,-83.30576
-27.69708,-83.318115
-27.687351,-83.33084
-27.67762,-83.34357
-27.667515,-83.35629
-27.657784,-83.36826
-27.648428,-83.38024
-27.638325,-83.391846
-27.628593,-83.40307
-27.618488,-83.413925
-27.608383,-83.4244
-27.597904,-83.43451
-27.587425,-83.44461
-27.57732,-83.45509
-27.567215,-83.46557
-27.556736,-83.47679
-27.546257,-83.48802
-27.536526,-83.5
-27.526423,-83.51198
-27.516317,-83.52396
-27.506214,-83.53593
-27.496109,-83.547905
-27.486004,-83.55913
-27.475151,-83.569984
-27.465046,-83.58084
-27.45494,-83.59132
-27.44521,-83.601425
-27.435104,-83.6119
-27.425373,-83.62201
-27.414894,-83.63211
-27.405165,-83.64296
-27.395061,-83.65419
-27.384956,-83.665794
-27.374851,-83.6774
-27.364746,-83.688995
-27.354267,-83.70097
-27.343788,-83.71332
-27.334057,-83.725296
-27.323952,-83.737274
-27.313847,-83.74888
-27.304117,-83.7601
-27.294762,-83.77096
-27.285404,-83.781815
-27.275673,-83.791916
-27.266317,-83.8024
-27.256588,-83.8125
-27.24723,-83.8226
-27.2375,-83.833084
-27.22777,-83.84393
-27.21729,-83.85479
-27.206812,-83.86601
-27.196707,-83.877625
-27.186228,-83.889595
-27.175749,-83.90157
-27.16527,-83.91318
-27.15479,-83.92515
-27.144312,-83.93675
-27.13458,-83.94835
-27.124477,-83.95995
-27.114372,-83.97081
-27.104641,-83.98241
-27.09491,-83.99326
-27.084805,-84.004486
-27.074326,-84.0161
-27.063847,-84.02732
-27.053368,-84.03854
-27.042889,-84.04903
-27.03241,-84.05913
-27.022305,-84.06774
-27.012575,-84.0756
-27.004341,-84.08271
-26.996857,-84.090195
-26.991241,-84.09805
-26.987125,-84.10779
-26.988249,-84.38286
-26.993114,-84.376495
-26.999102,-84.36714
-27.006588,-84.35591
-27.015194,-84.343185
-27.024551,-84.33046
-27.034283,-84.31774
-27.044388,-84.30576
-27.054867,-84.29454
-27.06497,-84.28406
-27.0747,-84.27396
-27.084805,-84.26422
-27.094536,-84.25487
-27.104641,-84.24476
-27.11512,-84.23466
-27.125225,-84.22418
-27.13533,-84.21295
-27.145435,-84.20135
-27.155165,-84.18938
-27.16527,-84.1774
-27.175749,-84.16467
-27.185478,-84.152695
-27.194836,-84.1411
-27.204567,-84.12912
-27.214296,-84.11789
-27.223652,-84.10704
-27.233757,-84.09656
-27.243488,-84.086075
-27.253967,-84.0756
-27.264072,-84.06474
-27.274551,-84.05351
-27.28503,-84.04266
-27.295135,-84.03143
-27.305614,-84.01946
-27.316093,-84.007484
-27.326199,-83.995514
-27.335928,-83.983154
-27.346033,-83.97118
-27.355389,-83.95958
-27.36512,-83.94835
-27.374851,-83.9375
-27.38533,-83.92702
-27.395435,-83.91654
-27.40554,-83.90643
-27.415644,-83.896706
-27.426123,-83.8866
-27.436228,-83.876495
-27.44708,-83.86601
-27.457186,-83.85516
-27.46729,-83.84393
-27.477394,-83.83234
-27.4875,-83.82036
-27.49723,-83.80838
-27.507336,-83.796036
-27.51744,-83.78368
-27.527172,-83.771706
-27.536901,-83.759735
-27.547007,-83.74812
-27.556736,-83.7369
-27.566467,-83.72604
-27.576572,-83.715195
-27.586678,-83.704346
-27.596407,-83.69424
-27.606512,-83.68376
-27.616241,-83.67328
-27.626347,-83.662796
-27.636452,-83.65195
-27.646183,-83.6411
-27.656662,-83.62987
-27.666767,-83.61864
-27.677246,-83.60704
-27.687725,-83.59506
-27.698204,-83.583084
-27.708683,-83.57073
-27.719162,-83.55838
-27.728893,-83.5464
-27.737873,-83.53555
-27.745733,-83.52695
-27.75247,-83.52133
-27.75771,-83.52021
-27.761826,-83.52321
-27.765194,-83.8125
-27.76033,-83.81886
-27.753967,-83.8256
-27.746483,-83.83271
-27.737873,-83.84094
-27.72852,-83.85104
-27.718414,-83.8619
-27.707935,-83.87425
-27.697456,-83.88698
-27.687351,-83.899704
-27.677246,-83.912796
-27.667515,-83.92515
-27.657784,-83.9375
-27.648054,-83.94948
-27.637949,-83.961075
-27.627846,-83.97193
-27.61774,-83.98279
-27.607635,-83.99289
-27.59753,-84.00299
-27.587425,-84.012726
-27.576946,-84.02321
-27.566841,-84.03368
-27.556736,-84.04454
-27.54663,-84.05576
-27.536526,-84.06737
-27.526423,-84.078964
-27.516317,-84.09094
-27.505838,-84.103294
-27.495733,-84.115265
-27.48563,-84.12688
-27.475151,-84.1381
-27.465046,-84.14932
-27.45494,-84.159805
-27.444836,-84.17029
-27.43473,-84.18039
-27.425,-84.19049
-27.41527,-84.20097
-27.40554,-84.21182
-27.39581,-84.22268
-27.385704,-84.2339
-27.375973,-84.245514
-27.365494,-84.25711
-27.355389,-84.26909
-27.34491,-84.28107
-27.334805,-84.29304
-27.3247,-84.30464
-27.314596,-84.31624
-27.304491,-84.32747
-27.294762,-84.33832
-27.28503,-84.34918
-27.2753,-84.36003
-27.265944,-84.370514
-27.256588,-84.38099
-27.246857,-84.391464
-27.236752,-84.40232
-27.22702,-84.41318
-27.216915,-84.4244
-27.206436,-84.43562
-27.196333,-84.447235
-27.185854,-84.45883
-27.175373,-84.47081
-27.164894,-84.48204
-27.15479,-84.49364
-27.144686,-84.50487
-27.13458,-84.516464
-27.124477,-84.52732
-27.113998,-84.53854
-27.104267,-84.549774
-27.094536,-84.56062
-27.084805,-84.57185
-27.0747,-84.58346
-27.06422,-84.59468
-27.054117,-84.60591
-27.043262,-84.61677
-27.032784,-84.626495
-27.02268,-84.63548
-27.013325,-84.64334
-27.004715,-84.65082
-26.997604,-84.65793
-26.991617,-84.66617
-26.987125,-84.6759
-26.987873,-84.9506
-26.99274,-84.94461
-26.998728,-84.93526
-27.006214,-84.92403
-27.01482,-84.91168
-27.024178,-84.89896
-27.034283,-84.8866
-27.044388,-84.875
-27.054491,-84.86377
-27.064596,-84.853294
-27.0747,-84.843185
-27.08443,-84.833084
-27.09491,-84.82298
-27.104641,-84.812874
-27.114746,-84.802765
-27.124477,-84.791916
-27.13458,-84.780685
-27.145061,-84.76871
-27.15554,-84.75674
-27.165644,-84.74401
-27.175373,-84.73166
-27.185104,-84.71893
-27.194836,-84.70696
-27.204567,-84.69536
-27.214672,-84.68413
-27.224401,-84.67328
-27.23413,-84.66318
-27.243862,-84.65307
-27.253967,-84.64296
-27.264072,-84.63286
-27.274925,-84.622375
-27.28503,-84.61153
-27.29551,-84.600296
-27.305614,-84.5887
-27.31572,-84.577095
-27.325825,-84.56474
-27.335554,-84.552765
-27.34566,-84.54117
-27.355762,-84.52919
-27.365494,-84.51759
-27.375225,-84.50636
-27.384956,-84.495514
-27.395061,-84.48503
-27.40554,-84.47455
-27.415644,-84.46445
-27.426123,-84.453964
-27.436228,-84.443115
-27.446707,-84.43226
-27.456812,-84.4214
-27.46729,-84.41018
-27.47777,-84.39896
-27.487873,-84.38698
-27.497978,-84.375
-27.508083,-84.36302
-27.517815,-84.35104
-27.52792,-84.33907
-27.538025,-84.32747
-27.547754,-84.31587
-27.557486,-84.305016
-27.566841,-84.29416
-27.576572,-84.28368
-27.586304,-84.27321
-27.596033,-84.262726
-27.606138,-84.252625
-27.615868,-84.24214
-27.625973,-84.23129
-27.635704,-84.22043
-27.64581,-84.20958
-27.655914,-84.19835
-27.66602,-84.187126
-27.676872,-84.17552
-27.687351,-84.16354
-27.69783,-84.1512
-27.70831,-84.13847
-27.718414,-84.12612
-27.728144,-84.11452
-27.736752,-84.10367
-27.74536,-84.09468
-27.752096,-84.08907
-27.75771,-84.08757
-27.761826,-84.09132
-27.765568,-84.38024
-27.760704,-84.3866
-27.754341,-84.39296
-27.746857,-84.40082
-27.7375,-84.40943
-27.728144,-84.41916
-27.71804,-84.43039
-27.707561,-84.44274
-27.69708,-84.45509
-27.686977,-84.46782
-27.677246,-84.48054
-27.667515,-84.49326
-27.65741,-84.50524
-27.64768,-84.51721
-27.638325,-84.52882
-27.62822,-84.53967
-27.618488,-84.55052
-27.608383,-84.56062
-27.598278,-84.57073
-27.587425,-84.58084
-27.57732,-84.59132
-27.567215,-84.601425
-27.55711,-84.61265
-27.547007,-84.62388
-27.537275,-84.63585
-27.526796,-84.64783
-27.516317,-84.659805
-27.506214,-84.67178
-27.496109,-84.68376
-27.48563,-84.69536
-27.475151,-84.70659
-27.464672,-84.71744
-27.454567,-84.72792
-27.444462,-84.73802
-27.434357,-84.74812
-27.424625,-84.75823
-27.41452,-84.76834
-27.404415,-84.77919
-27.394686,-84.78967
-27.384956,-84.8009
-27.374851,-84.8125
-27.36512,-84.82448
-27.355015,-84.83646
-27.344536,-84.84843
-27.33443,-84.860405
-27.324326,-84.872375
-27.314596,-84.88399
-27.304867,-84.895584
-27.295135,-84.906815
-27.285778,-84.91766
-27.276047,-84.92851
-27.266693,-84.93938
-27.256962,-84.94985
-27.247604,-84.96033
-27.237873,-84.97081
-27.22777,-84.98129
-27.21729,-84.99214
-27.206812,-85.00337
-27.196333,-85.014595
-27.185854,-85.02582
-27.175749,-85.03743
-27.164894,-85.04865
-27.154415,-85.06026
-27.144312,-85.07149
-27.133833,-85.08271
-27.124102,-85.094315
-27.114372,-85.10516
-27.104641,-85.116394
-27.094536,-85.127625
-27.08443,-85.13922
-27.074326,-85.15082
-27.06422,-85.16243
-27.053368,-85.17365
-27.042889,-85.184875
-27.032036,-85.194984
-27.02193,-85.2036
-27.012575,-85.21146
-27.004341,-85.21857
-26.99723,-85.22604
-26.991617,-85.2339
-26.9875,-85.24401
-26.987873,-85.51871
-26.99274,-85.512726
-26.998728,-85.50299
-27.006588,-85.491394
-27.015194,-85.47904
-27.024551,-85.46594
-27.034657,-85.4536
-27.044762,-85.44162
-27.054867,-85.43039
-27.06497,-85.41991
-27.075075,-85.409805
-27.08518,-85.40007
-27.09491,-85.39034
-27.105015,-85.38024
